date,target,year,month,day,day_of_week,hour,lag_1,lag_2,rolling_mean,rolling_std,expanding_mean,expanding_std,sqrt_transform,log_transform,boxcox_transform,moving_average
2021-03-12,95,2021,3,12,4,0,29.0,89.0,56.285714285714285,39.19487332851192,48.88100686498856,28.904850722917992,9.746794344808963,4.553876891600541,33.273212223215026,55.285714285714285
2021-03-13,84,2021,3,13,5,0,95.0,29.0,56.42857142857143,39.31012228784991,48.961187214611876,28.92048359082783,9.16515138991168,4.430816798843313,30.406233604403177,56.285714285714285
2021-03-14,19,2021,3,14,6,0,84.0,95.0,57.57142857142857,37.85876007327384,48.89293849658314,28.92282156974954,4.358898943540674,2.9444389791664403,9.806756660734596,56.42857142857143
2021-03-15,23,2021,3,15,0,0,19.0,84.0,60.0,34.38507428134092,48.83409090909091,28.916220536328947,4.795831523312719,3.1354942159291497,11.416095964269688,57.57142857142857
2021-03-16,48,2021,3,16,1,0,23.0,19.0,55.285714285714285,33.27017826680166,48.83219954648526,28.883369812781694,6.928203230275509,3.871201010907891,20.07954154212804,60.0
2021-03-17,89,2021,3,17,2,0,48.0,23.0,55.285714285714285,33.27017826680166,48.92307692307692,28.91379730967238,9.433981132056603,4.48863636973214,31.722518149354418,55.285714285714285
2021-03-18,20,2021,3,18,3,0,89.0,48.0,54.0,34.60250472629593,48.85778781038375,28.913744427427627,4.47213595499958,2.995732273553991,10.217888583454242,55.285714285714285
2021-03-19,54,2021,3,19,4,0,20.0,89.0,48.142857142857146,29.61659766318299,48.869369369369366,28.882122983670108,7.3484692283495345,3.9889840465642745,21.929941950475495,54.0
2021-03-20,25,2021,3,20,5,0,54.0,20.0,39.714285714285715,25.86963655017391,48.815730337078655,28.871760958209997,5.0,3.2188758248682006,12.188877268429023,48.142857142857146
2021-03-21,61,2021,3,21,6,0,25.0,54.0,45.714285714285715,25.124452138068488,48.84304932735426,28.845072932451743,7.810249675906654,4.110873864173311,24.0126548700147,39.714285714285715
2021-03-22,96,2021,3,22,0,0,61.0,25.0,56.142857142857146,28.979467279602005,48.94854586129754,28.89891988899749,9.797958971132712,4.564348191467836,33.528772459717906,45.714285714285715
2021-03-23,23,2021,3,23,1,0,96.0,61.0,52.57142857142857,31.57455274350502,48.890625,28.89259756048158,4.795831523312719,3.1354942159291497,11.416095964269688,56.142857142857146
2021-03-24,88,2021,3,24,2,0,23.0,96.0,52.42857142857143,31.383951009271925,48.97772828507795,28.919291065319165,9.38083151964686,4.477336814478207,31.461069440656583,52.57142857142857
2021-03-25,20,2021,3,25,3,0,88.0,23.0,52.42857142857143,31.38395100927192,48.913333333333334,28.919349492263464,4.47213595499958,2.995732273553991,10.217888583454242,52.42857142857143
2021-03-26,40,2021,3,26,4,0,20.0,88.0,50.42857142857143,31.7114970888958,48.893569844789354,28.890247926037055,6.324555320336759,3.6888794541139363,17.50009167715883,52.42857142857143
2021-03-27,28,2021,3,27,5,0,40.0,20.0,50.857142857142854,31.328520400366653,48.847345132743364,28.874929735246642,5.291502622129181,3.332204510175204,13.314288685944925,50.42857142857143
2021-03-28,59,2021,3,28,6,0,28.0,40.0,50.57142857142857,31.229564746978358,48.86975717439294,28.846914977202797,7.681145747868608,4.07753744390572,23.425255194403793,50.857142857142854
2021-03-29,23,2021,3,29,0,0,59.0,28.0,40.142857142857146,25.122556739767866,48.81277533039648,28.8406249340262,4.795831523312719,3.1354942159291497,11.416095964269688,50.57142857142857
2021-03-30,22,2021,3,30,1,0,23.0,59.0,40.0,25.238858928247897,48.753846153846155,28.836254666515522,4.69041575982343,3.091042453358316,11.02220220616371,40.142857142857146
2021-03-31,94,2021,3,31,2,0,22.0,23.0,40.857142857142854,27.16878460923226,48.853070175438596,28.882374400192006,9.695359714832659,4.543294782270004,33.016845697201944,40.0
2021-04-01,95,2021,4,1,3,0,94.0,22.0,51.57142857142857,31.941911562799643,48.95404814004377,28.931332610215875,9.746794344808963,4.553876891600541,33.273212223215026,40.857142857142854
2021-04-02,81,2021,4,2,4,0,95.0,94.0,57.42857142857143,33.20068846102011,49.02401746724891,28.938429160770124,9.0,4.394449154672439,29.605219874495116,51.57142857142857
2021-04-03,63,2021,4,3,5,0,81.0,95.0,62.42857142857143,30.560634498524088,49.05446623093682,28.914179532612764,7.937253933193772,4.143134726391533,24.59431837497863,57.42857142857143
2021-04-04,42,2021,4,4,6,0,63.0,81.0,60.0,31.538336460039652,49.03913043478261,28.88453822137056,6.48074069840786,3.7376696182833684,18.158398126844915,62.42857142857143
2021-04-05,86,2021,4,5,0,0,42.0,63.0,69.0,28.011902232205983,49.11930585683297,28.904431666301626,9.273618495495704,4.454347296253507,30.935486909327075,60.0
2021-04-06,41,2021,4,6,1,0,86.0,42.0,71.71428571428571,23.207141757903504,49.1017316017316,28.875535833351456,6.4031242374328485,3.713572066704308,17.8304462249154,69.0
2021-04-07,62,2021,4,7,2,0,41.0,86.0,67.14285714285714,21.145752697477025,49.12958963282937,28.850496279016067,7.874007874011811,4.127134385045092,24.304188512175486,71.71428571428571
2021-04-08,39,2021,4,8,3,0,62.0,41.0,59.142857142857146,19.368604935380777,49.10775862068966,28.823159786979584,6.244997998398398,3.6635616461296463,17.16725613405588,67.14285714285714
2021-04-09,80,2021,4,9,4,0,39.0,62.0,59.0,19.183326093250866,49.174193548387095,28.827701981900777,8.94427190999916,4.382026634673881,29.336252336218582,59.142857142857146
2021-04-10,74,2021,4,10,5,0,80.0,39.0,60.57142857142857,19.998809488376565,49.227467811158796,28.819642659765854,8.602325267042627,4.30406509320417,27.700679993133743,59.0
2021-04-11,12,2021,4,11,6,0,74.0,80.0,56.285714285714285,26.725233305587707,49.147751605995715,28.84019924642271,3.4641016151377544,2.4849066497880004,6.713917075686249,60.57142857142857
2021-04-12,48,2021,4,12,0,0,12.0,74.0,50.857142857142854,23.326869853086937,49.14529914529915,28.809353393490206,6.928203230275509,3.871201010907891,20.07954154212804,56.285714285714285
2021-04-13,24,2021,4,13,1,0,48.0,12.0,48.42857142857143,25.3236196916182,49.091684434968016,28.801971144606334,4.898979485566356,3.1780538303479458,11.804896256618658,50.857142857142854
2021-04-14,31,2021,4,14,2,0,24.0,48.0,44.0,25.26525941551624,49.0531914893617,28.783348887187323,5.5677643628300215,3.4339872044851463,14.404112178171808,48.42857142857143
2021-04-15,57,2021,4,15,3,0,31.0,24.0,46.57142857142857,25.585524181049067,49.07006369426752,28.755043513142923,7.54983443527075,4.04305126783455,22.831865332464492,44.0
2021-04-16,15,2021,4,16,4,0,57.0,31.0,37.285714285714285,23.106379246969006,48.9978813559322,28.767277569687685,3.872983346207417,2.70805020110221,8.09183282891957,46.57142857142857
2021-04-17,64,2021,4,17,5,0,15.0,57.0,35.857142857142854,20.635152623848505,49.02959830866808,28.745065369572806,8.0,4.1588830833596715,24.883073342284877,37.285714285714285
2021-04-18,30,2021,4,18,6,0,64.0,15.0,38.42857142857143,18.137044438176225,48.98945147679325,28.727963234105072,5.477225575051661,3.4011973816621555,14.044497654720024,35.857142857142854
2021-04-19,100,2021,4,19,0,0,30.0,64.0,45.857142857142854,29.684050551480603,49.09684210526316,28.792929616727697,10.0,4.605170185988092,34.54316460556474,38.42857142857143
2021-04-20,62,2021,4,20,1,0,100.0,30.0,51.285714285714285,28.47053614829597,49.12394957983193,28.768684984482686,7.874007874011811,4.127134385045092,24.304188512175486,45.857142857142854
2021-04-21,72,2021,4,21,2,0,62.0,100.0,57.142857142857146,27.811439920942423,49.17190775681342,28.757531113128707,8.48528137423857,4.276666119016055,27.146763970363896,51.285714285714285
2021-04-22,79,2021,4,22,3,0,72.0,62.0,60.285714285714285,29.00985054376234,49.23430962343096,28.759749320342163,8.888194417315589,4.3694478524670215,29.066276791445834,57.142857142857146
2021-04-23,92,2021,4,23,4,0,79.0,72.0,71.28571428571429,22.93988001795335,49.323590814196244,28.79602350162009,9.591663046625438,4.5217885770490405,32.501648850135595,60.285714285714285
2021-04-24,25,2021,4,24,5,0,92.0,79.0,65.71428571428571,28.95234179195346,49.27291666666667,28.787365585662066,5.0,3.2188758248682006,12.188877268429023,71.28571428571429
2021-04-25,46,2021,4,25,6,0,25.0,92.0,68.0,26.15976554431123,49.266112266112266,28.757750318752386,6.782329983125268,3.828641396489095,19.447603285900314,65.71428571428571
2021-04-26,40,2021,4,26,0,0,46.0,25.0,59.42857142857143,23.63512317757297,49.24688796680498,28.73094126785808,6.324555320336759,3.6888794541139363,17.50009167715883,68.0
2021-04-27,9,2021,4,27,1,0,40.0,46.0,51.857142857142854,30.240307380649917,49.16356107660455,28.75948620965717,3.0,2.1972245773362196,5.227594125809368,59.42857142857143
2021-04-28,44,2021,4,28,2,0,9.0,40.0,47.857142857142854,28.95645334767692,49.15289256198347,28.73065776395503,6.6332495807108,3.784189633918261,18.80738634281977,51.857142857142854
2021-04-29,100,2021,4,29,3,0,44.0,9.0,50.857142857142854,33.458574244521984,49.25773195876289,28.79367984432681,10.0,4.605170185988092,34.54316460556474,47.857142857142854
2021-04-30,7,2021,4,30,4,0,100.0,44.0,38.714285714285715,31.399120400176198,49.17078189300412,28.827779597131386,2.6457513110645907,1.9459101490553132,4.153044884881179,50.857142857142854
2021-05-01,88,2021,5,1,5,0,7.0,100.0,47.714285714285715,35.56549960150653,49.25051334702259,28.851808017308368,9.38083151964686,4.477336814478207,31.461069440656583,38.714285714285715
2021-05-02,4,2021,5,2,6,0,88.0,7.0,41.714285714285715,39.25435978212817,49.157786885245905,28.894868930894013,2.0,1.3862943611198906,2.342870873615028,47.714285714285715
2021-05-03,43,2021,5,3,0,0,4.0,88.0,42.142857142857146,39.24890050022026,49.14519427402863,28.86659150179394,6.557438524302,3.7612001156935624,18.48402145737314,41.714285714285715
2021-05-04,42,2021,5,4,1,0,43.0,4.0,46.857142857142854,36.4893983298737,49.13061224489796,28.838866951878536,6.48074069840786,3.7376696182833684,18.158398126844915,42.142857142857146
2021-05-05,81,2021,5,5,2,0,42.0,43.0,52.142857142857146,38.623950132133345,49.19551934826884,28.845302738693338,9.0,4.394449154672439,29.605219874495116,46.857142857142854
2021-05-06,69,2021,5,6,3,0,81.0,42.0,47.714285714285715,33.683399896260894,49.235772357723576,28.829742873422678,8.306623862918075,4.23410650459726,26.307166048713587,52.142857142857146
2021-05-07,73,2021,5,7,4,0,69.0,81.0,57.142857142857146,29.345235680478986,49.283975659229206,28.82030969349001,8.54400374531753,4.290459441148391,27.424289662278778,47.714285714285715
2021-05-08,93,2021,5,8,5,0,73.0,69.0,57.857142857142854,30.267851875262917,49.37246963562753,28.85817124912636,9.643650760992955,4.532599493153256,32.759661719159105,57.142857142857146
2021-05-09,51,2021,5,9,6,0,93.0,73.0,64.57142857142857,19.696506821068063,49.375757575757575,28.829040586805625,7.14142842854285,3.9318256327243257,21.012889948001355,57.857142857142854
2021-05-10,43,2021,5,10,0,0,51.0,93.0,64.57142857142857,19.696506821068063,49.36290322580645,28.80132844226287,6.557438524302,3.7612001156935624,18.48402145737314,64.57142857142857
2021-05-11,8,2021,5,11,1,0,43.0,51.0,59.714285714285715,28.441251060822932,49.27967806841046,28.83204019544289,2.8284271247461903,2.0794415416798357,4.70039718811372,64.57142857142857
2021-05-12,9,2021,5,12,2,0,8.0,43.0,49.42857142857143,32.22761312320611,49.19879518072289,28.85951956933541,3.0,2.1972245773362196,5.227594125809368,59.714285714285715
2021-05-13,32,2021,5,13,3,0,9.0,8.0,44.142857142857146,31.508880078630582,49.16432865731463,28.84080822335089,5.656854249492381,3.4657359027997265,14.760271326577312,49.42857142857143
2021-05-14,91,2021,5,14,4,0,32.0,9.0,46.714285714285715,34.81720975664326,49.248,28.872577777105207,9.539392014169456,4.51085950651685,32.24279536481923,44.142857142857146
2021-05-15,70,2021,5,15,5,0,91.0,32.0,43.42857142857143,30.544269199841406,49.28942115768463,28.858587419765904,8.366600265340756,4.248495242049359,26.588223710483256,46.714285714285715
2021-05-16,99,2021,5,16,6,0,70.0,91.0,50.285714285714285,37.19190900233672,49.38844621513944,28.915019441071454,9.9498743710662,4.59511985013459,34.290723107181705,43.42857142857143
2021-05-17,2,2021,5,17,0,0,99.0,70.0,44.42857142857143,41.50846155848685,49.29423459244533,28.96338027531912,1.4142135623730951,0.6931471805599453,0.8924017632797059,50.285714285714285
2021-05-18,94,2021,5,18,1,0,2.0,99.0,56.714285714285715,41.65618915885244,49.382936507936506,29.003019423738856,9.695359714832659,4.543294782270004,33.016845697201944,44.42857142857143
2021-05-19,100,2021,5,19,2,0,94.0,2.0,69.71428571428571,38.35237622240325,49.48316831683168,29.061651316527733,10.0,4.605170185988092,34.54316460556474,56.714285714285715
2021-05-20,87,2021,5,20,3,0,100.0,94.0,77.57142857142857,34.80831865544569,49.55731225296443,29.080728808082426,9.327379053088816,4.465908118654584,31.198730135157767,69.71428571428571
2021-05-21,70,2021,5,21,4,0,87.0,100.0,74.57142857142857,34.36013747962962,49.59763313609467,29.066161313756556,8.366600265340756,4.248495242049359,26.588223710483256,77.57142857142857
2021-05-22,17,2021,5,22,5,0,70.0,87.0,67.0,40.77580982232808,49.53346456692913,29.07347799094332,4.123105625617661,2.833213344056216,8.96442708485293,74.57142857142857
2021-05-23,27,2021,5,23,6,0,17.0,70.0,56.714285714285715,40.43807729403187,49.48919449901768,29.062015911462154,5.196152422706632,3.295836866004329,12.943355928332041,67.0
2021-05-24,54,2021,5,24,0,0,27.0,17.0,64.14285714285714,32.758859216139655,49.498039215686276,29.03414080183224,7.3484692283495345,3.9889840465642745,21.929941950475495,56.714285714285715
2021-05-25,47,2021,5,25,1,0,54.0,27.0,57.42857142857143,30.347197250362044,49.49315068493151,29.005872496261958,6.855654600401044,3.8501476017100584,19.764578374498967,64.14285714285714
2021-05-26,4,2021,5,26,2,0,47.0,54.0,43.714285714285715,29.58442318582696,49.404296875,29.04714133709026,2.0,1.3862943611198906,2.342870873615028,57.42857142857143
2021-05-27,56,2021,5,27,3,0,4.0,47.0,39.285714285714285,23.774736491454444,49.41715399610136,29.02022224097692,7.483314773547883,4.02535169073515,22.532839130946833,43.714285714285715
2021-05-28,23,2021,5,28,4,0,56.0,4.0,32.57142857142857,19.990473921822062,49.36575875486381,29.015329596050048,4.795831523312719,3.1354942159291497,11.416095964269688,39.285714285714285
2021-05-29,78,2021,5,29,5,0,23.0,56.0,41.285714285714285,24.790551195393558,49.42135922330097,29.01453966147997,8.831760866327848,4.356708826689592,28.79527663003187,32.57142857142857
2021-05-30,31,2021,5,30,6,0,78.0,23.0,41.857142857142854,24.450143635764682,49.38565891472868,28.997698397985342,5.5677643628300215,3.4339872044851463,14.404112178171808,41.285714285714285
2021-05-31,86,2021,5,31,0,0,31.0,78.0,46.42857142857143,29.557047342707428,49.456479690522244,29.014306508290826,9.273618495495704,4.454347296253507,30.935486909327075,41.857142857142854
2021-06-01,25,2021,6,1,1,0,86.0,31.0,43.285714285714285,30.636113143991178,49.40926640926641,29.006143400551817,5.0,3.2188758248682006,12.188877268429023,46.42857142857143
2021-06-02,67,2021,6,2,2,0,25.0,86.0,52.285714285714285,26.087763962659377,49.44315992292871,28.988417112273428,8.18535277187245,4.204692619390966,25.74136249046835,43.285714285714285
2021-06-03,85,2021,6,3,3,0,67.0,25.0,56.42857142857143,28.924367713383962,49.511538461538464,29.002422686964508,9.219544457292887,4.442651256490317,30.671326082780293,52.285714285714285
2021-06-04,74,2021,6,4,4,0,85.0,67.0,63.714285714285715,25.296338903184445,49.55854126679463,28.994378251235137,8.602325267042627,4.30406509320417,27.700679993133743,56.42857142857143
2021-06-05,15,2021,6,5,5,0,74.0,85.0,54.714285714285715,30.114859486717894,49.49233716475096,29.0060047178222,3.872983346207417,2.70805020110221,8.09183282891957,63.714285714285715
2021-06-06,25,2021,6,6,6,0,15.0,74.0,53.857142857142854,30.975412676446965,49.44550669216061,28.997991638103784,5.0,3.2188758248682006,12.188877268429023,54.714285714285715
2021-06-07,90,2021,6,7,0,0,25.0,15.0,54.42857142857143,31.69572601501736,49.52290076335878,29.02437576435037,9.486832980505138,4.499809670330265,31.983089241136394,53.857142857142854
2021-06-08,12,2021,6,8,1,0,90.0,25.0,52.57142857142857,34.004201421084936,49.45142857142857,29.042874710134512,3.4641016151377544,2.4849066497880004,6.713917075686249,54.42857142857143
2021-06-09,29,2021,6,9,2,0,12.0,90.0,47.142857142857146,34.348355474600595,49.41254752851711,29.028901105665334,5.385164807134504,3.367295829986474,13.681277306208875,52.57142857142857
2021-06-10,22,2021,6,10,3,0,29.0,12.0,38.142857142857146,30.85141040227374,49.36053130929791,29.025866890871715,4.69041575982343,3.091042453358316,11.02220220616371,47.142857142857146
2021-06-11,8,2021,6,11,4,0,22.0,29.0,28.714285714285715,28.022100121834114,49.28219696969697,29.054125785251042,2.8284271247461903,2.0794415416798357,4.70039718811372,38.142857142857146
2021-06-12,46,2021,6,12,5,0,8.0,22.0,33.142857142857146,27.942969130168038,49.27599243856333,29.026950157124404,6.782329983125268,3.828641396489095,19.447603285900314,28.714285714285715
2021-06-13,50,2021,6,13,6,0,46.0,8.0,36.714285714285715,28.323807922631016,49.27735849056604,28.999518550918058,7.0710678118654755,3.912023005428146,20.70364675964728,33.142857142857146
2021-06-14,8,2021,6,14,0,0,50.0,46.0,25.0,17.502380790433435,49.19962335216572,29.027470396052724,2.8284271247461903,2.0794415416798357,4.70039718811372,36.714285714285715
2021-06-15,50,2021,6,15,1,0,8.0,50.0,30.428571428571427,18.653481738066517,49.20112781954887,29.000145441654507,7.0710678118654755,3.912023005428146,20.70364675964728,25.0
2021-06-16,27,2021,6,16,2,0,50.0,8.0,30.142857142857142,18.694282293690513,49.15947467166979,28.988831290225118,5.196152422706632,3.295836866004329,12.943355928332041,30.428571428571427
2021-06-17,20,2021,6,17,3,0,27.0,50.0,29.857142857142858,18.854076229722594,49.10486891385768,28.989100861263527,4.47213595499958,2.995732273553991,10.217888583454242,30.142857142857142
2021-06-18,71,2021,6,18,4,0,20.0,27.0,38.857142857142854,21.528497171799774,49.145794392523364,28.97741042047662,8.426149773176359,4.2626798770413155,26.868082385760363,29.857142857142858
2021-06-19,16,2021,6,19,5,0,71.0,20.0,34.57142857142857,22.817077981613856,49.083955223880594,28.985694893155696,4.0,2.772588722239781,8.532212897907703,38.857142857142854
2021-06-20,13,2021,6,20,6,0,16.0,71.0,29.285714285714285,22.932613499223372,49.01675977653631,29.000477645384876,3.605551275463989,2.5649493574615367,7.1835942450215216,34.57142857142857
2021-06-21,68,2021,6,21,0,0,13.0,16.0,37.857142857142854,24.788630266236794,49.05204460966543,28.985019657175837,8.246211251235321,4.219507705176107,26.02488677335457,29.285714285714285
2021-06-22,28,2021,6,22,1,0,68.0,13.0,34.714285714285715,24.383835395019975,49.01298701298701,28.97226301710904,5.291502622129181,3.332204510175204,13.314288685944925,37.857142857142854
2021-06-23,99,2021,6,23,2,0,28.0,68.0,45.0,33.91164991562635,49.105555555555554,29.02519484315934,9.9498743710662,4.59511985013459,34.290723107181705,34.714285714285715
2021-06-24,74,2021,6,24,3,0,99.0,28.0,52.714285714285715,33.41513771588304,49.151571164510166,29.018052209070675,8.602325267042627,4.30406509320417,27.700679993133743,45.0
2021-06-25,51,2021,6,25,4,0,74.0,99.0,49.857142857142854,32.431613031262025,49.154981549815496,28.991329622024807,7.14142842854285,3.9318256327243257,21.012889948001355,52.714285714285715
2021-06-26,10,2021,6,26,5,0,51.0,74.0,49.0,33.53605025441528,49.0828729281768,29.013270621800967,3.1622776601683795,2.302585092994046,5.737509901084006,49.857142857142854
2021-06-27,10,2021,6,27,6,0,10.0,51.0,48.57142857142857,34.08742262114256,49.0110294117647,29.034935895183896,3.1622776601683795,2.302585092994046,5.737509901084006,49.0
2021-06-28,85,2021,6,28,0,0,10.0,10.0,51.0,36.239941133138366,49.07706422018349,29.04917114663565,9.219544457292887,4.442651256490317,30.671326082780293,48.57142857142857
2021-06-29,28,2021,6,29,1,0,85.0,10.0,51.0,36.239941133138366,49.03846153846154,29.036522155953804,5.291502622129181,3.332204510175204,13.314288685944925,51.0
2021-06-30,27,2021,6,30,2,0,28.0,85.0,40.714285714285715,30.0317292526548,48.9981718464351,29.02521949297029,5.196152422706632,3.295836866004329,12.943355928332041,51.0
2021-07-01,73,2021,7,1,3,0,27.0,28.0,40.57142857142857,29.848825453481094,49.04197080291971,29.01679632962566,8.54400374531753,4.290459441148391,27.424289662278778,40.714285714285715
2021-07-02,33,2021,7,2,4,0,73.0,27.0,38.0,29.574764017091773,49.01275045537341,28.998392566412853,5.744562646538029,3.4965075614664802,15.11311478515461,40.57142857142857
2021-07-03,57,2021,7,3,5,0,33.0,73.0,44.714285714285715,27.414803091968917,49.027272727272724,28.973972080510553,7.54983443527075,4.04305126783455,22.831865332464492,38.0
2021-07-04,22,2021,7,4,6,0,57.0,33.0,46.42857142857143,25.16516867191067,48.97822141560798,28.970509728373685,4.69041575982343,3.091042453358316,11.02220220616371,44.714285714285715
2021-07-05,20,2021,7,5,0,0,22.0,57.0,37.142857142857146,20.028551049510718,48.92572463768116,28.970476075609273,4.47213595499958,2.995732273553991,10.217888583454242,46.42857142857143
2021-07-06,8,2021,7,6,1,0,20.0,22.0,34.285714285714285,22.786796511095957,48.85171790235081,28.996496567113983,2.8284271247461903,2.0794415416798357,4.70039718811372,37.142857142857146
2021-07-07,8,2021,7,7,2,0,8.0,20.0,31.571428571428573,24.838526142917186,48.77797833935018,29.022211713772315,2.8284271247461903,2.0794415416798357,4.70039718811372,34.285714285714285
2021-07-08,82,2021,7,8,3,0,8.0,8.0,32.857142857142854,27.43737457938575,48.83783783783784,29.030278150032252,9.055385138137417,4.406719247264253,29.873195545764343,31.571428571428573
2021-07-09,19,2021,7,9,4,0,82.0,8.0,30.857142857142858,27.931037523566083,48.78417266187051,29.031703723964934,4.358898943540674,2.9444389791664403,9.806756660734596,32.857142857142854
2021-07-10,97,2021,7,10,5,0,19.0,82.0,36.57142857142857,36.84135874646474,48.870736086175945,29.077442275367787,9.848857801796104,4.574710978503383,33.78353730228489,30.857142857142858
2021-07-11,55,2021,7,11,6,0,97.0,19.0,41.285714285714285,36.77732220501417,48.88172043010753,29.05248743428325,7.416198487095663,4.007333185232471,22.23221065603533,36.57142857142857
2021-07-12,73,2021,7,12,0,0,55.0,97.0,48.857142857142854,37.11885671474169,48.924865831842574,29.04436244611544,8.54400374531753,4.290459441148391,27.424289662278778,41.285714285714285
2021-07-13,35,2021,7,13,1,0,73.0,55.0,52.714285714285715,33.38020514074315,48.9,29.024337452896418,5.916079783099616,3.5553480614894135,15.809365846684306,48.857142857142854
2021-07-14,48,2021,7,14,2,0,35.0,73.0,58.42857142857143,27.324330689315126,48.898395721925134,28.998436181855112,6.928203230275509,3.871201010907891,20.07954154212804,52.714285714285715
2021-07-15,20,2021,7,15,3,0,48.0,35.0,49.57142857142857,28.436227731874848,48.84697508896797,28.99821249201402,4.47213595499958,2.995732273553991,10.217888583454242,58.42857142857143
2021-07-16,11,2021,7,16,4,0,20.0,48.0,48.42857142857143,29.988092875101522,48.7797513321492,29.016276238876586,3.3166247903554,2.3978952727983707,6.2323642140930415,49.57142857142857
2021-07-17,46,2021,7,17,5,0,11.0,20.0,41.142857142857146,21.098408877042296,48.77482269503546,28.99073173639276,6.782329983125268,3.828641396489095,19.447603285900314,48.42857142857143
2021-07-18,28,2021,7,18,6,0,46.0,11.0,37.285714285714285,20.605131122403186,48.73805309734513,28.978202613331675,5.291502622129181,3.332204510175204,13.314288685944925,41.142857142857146
2021-07-19,41,2021,7,19,0,0,28.0,46.0,32.714285714285715,13.780593670258245,48.724381625441694,28.954373736388998,6.4031242374328485,3.713572066704308,17.8304462249154,37.285714285714285
2021-07-20,77,2021,7,20,1,0,41.0,28.0,38.714285714285715,21.76935373190398,48.77425044091711,28.953145531049213,8.774964387392123,4.343805421853684,28.523234751227722,32.714285714285715
2021-07-21,88,2021,7,21,2,0,77.0,41.0,44.42857142857143,28.745185932355948,48.84330985915493,28.97438674826801,9.38083151964686,4.477336814478207,31.461069440656583,38.714285714285715
2021-07-22,49,2021,7,22,3,0,88.0,77.0,48.57142857142857,26.65118598272344,48.843585237258345,28.94887063543421,7.0,3.8918202981106265,20.392547085209852,44.42857142857143
2021-07-23,66,2021,7,23,4,0,49.0,88.0,56.42857142857143,21.298334386027655,48.873684210526314,28.932346553436528,8.12403840463596,4.189654742026425,25.45656900142539,48.57142857142857
2021-07-24,41,2021,7,24,5,0,66.0,49.0,55.714285714285715,21.78466039605458,48.85989492119089,28.908834065151822,6.4031242374328485,3.713572066704308,17.8304462249154,56.42857142857143
2021-07-25,1,2021,7,25,6,0,41.0,66.0,51.857142857142854,28.77747134726846,48.77622377622377,28.952747197867104,1.0,0.0,0.0,55.714285714285715
2021-07-26,18,2021,7,26,0,0,1.0,41.0,48.57142857142857,31.4157982701758,48.72251308900523,28.955985394678567,4.242640687119285,2.8903717578961645,9.389094747155276,51.857142857142854
2021-07-27,73,2021,7,27,1,0,18.0,1.0,48.0,30.843691953677222,48.76480836236934,28.948448165400006,8.54400374531753,4.290459441148391,27.424289662278778,48.57142857142857
2021-07-28,56,2021,7,28,2,0,73.0,18.0,43.42857142857143,25.902748521197136,48.77739130434782,28.924794533884764,7.483314773547883,4.02535169073515,22.532839130946833,48.0
2021-07-29,68,2021,7,29,3,0,56.0,73.0,46.142857142857146,27.52834037513928,48.810763888888886,28.91072836114615,8.246211251235321,4.219507705176107,26.02488677335457,43.42857142857143
2021-07-30,6,2021,7,30,4,0,68.0,56.0,37.57142857142857,29.579593995732605,48.73656845753899,28.940550847262067,2.449489742783178,1.791759469228055,3.581689877249706,46.142857142857146
2021-07-31,11,2021,7,31,5,0,6.0,68.0,33.285714285714285,31.132588958165595,48.67128027681661,28.95803283976724,3.3166247903554,2.3978952727983707,6.2323642140930415,37.57142857142857
2021-08-01,8,2021,8,1,6,0,11.0,6.0,34.285714285714285,30.015075577195557,48.601036269430054,28.98230098785438,2.8284271247461903,2.0794415416798357,4.70039718811372,33.285714285714285
2021-08-02,43,2021,8,2,0,0,8.0,11.0,37.857142857142854,29.231424708285942,48.59137931034483,28.958196208118615,6.557438524302,3.7612001156935624,18.48402145737314,34.285714285714285
2021-08-03,71,2021,8,3,1,0,43.0,8.0,37.57142857142857,28.83780587387062,48.62994836488812,28.94815338337963,8.426149773176359,4.2626798770413155,26.868082385760363,37.857142857142854
2021-08-04,75,2021,8,4,2,0,71.0,43.0,40.285714285714285,31.621270719323746,48.675257731958766,28.94387778901267,8.660254037844387,4.31748811353631,27.975954857853782,37.57142857142857
2021-08-05,8,2021,8,5,3,0,75.0,71.0,31.714285714285715,30.98232983338666,48.60548885077187,28.96802545964038,2.8284271247461903,2.0794415416798357,4.70039718811372,40.285714285714285
2021-08-06,23,2021,8,6,4,0,8.0,75.0,34.142857142857146,29.24852458631357,48.56164383561644,28.96255880840921,4.795831523312719,3.1354942159291497,11.416095964269688,31.714285714285715
2021-08-07,84,2021,8,7,5,0,23.0,8.0,44.57142857142857,32.45949857313028,48.62222222222222,28.974821116823172,9.16515138991168,4.430816798843313,30.406233604403177,34.142857142857146
2021-08-08,63,2021,8,8,6,0,84.0,23.0,52.42857142857143,28.553208476206557,48.64675767918089,28.956137735311106,7.937253933193772,4.143134726391533,24.59431837497863,44.57142857142857
2021-08-09,58,2021,8,9,0,0,63.0,84.0,54.57142857142857,28.28932155930421,48.66269165247019,28.933996117183604,7.615773105863909,4.060443010546419,23.129325690521892,52.42857142857143
2021-08-10,20,2021,8,10,1,0,58.0,63.0,47.285714285714285,29.87593393638813,48.613945578231295,28.93349495952471,4.47213595499958,2.995732273553991,10.217888583454242,54.57142857142857
